2030173,21518,21518,10,2015-10-31 00:00:00,8305,8634,0,2,1,2,4,6,8,2,4,6,8,4,6,1,4,6,2,8,3,7,5,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,109222,195335,188540,37479,46391,75192,37449,32999,369800,240054,183548,37421,37482,26403,33988,150739,212472,25773,154257,522579,40636,19533,34,41,38,Organised,55,39,49,Organised,43,42,49,Cover,36,35,51,Free Form,36,49,56,Free Form,61,65,65,Cover
2030174,21518,21518,10,2015-10-31 00:00:00,10205,8302,2,1,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,210164,183185,574200,182921,160844,189101,42479,268282,282281,201939,37506,300532,151063,150869,77741,41092,154232,111237,213805,39215,103450,26392,48,42,36,Free Form,36,52,55,Free Form,47,48,44,Cover,53,53,53,Organised,53,52,60,Organised,42,48,59,Cover
2030175,21518,21518,10,2015-10-31 00:00:00,8633,8306,3,1,1,4,6,2,8,3,5,7,5,7,3,1,2,4,6,8,5,7,4,6,3,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,8,8,6,6,8,11,40672,230982,213499,208077,28467,95078,208494,31097,281085,30893,191315,71498,358339,74989,291635,33963,243781,213729,292262,213916,46621,179083,50,57,46,Free Form,61,41,63,Free Form,52,60,63,Cover,48,55,44,Organised,53,42,53,Organised,53,39,57,Cover
2030176,21518,21518,10,2015-10-31 00:00:00,8560,9910,2,3,1,2,4,6,8,4,6,3,5,7,5,1,4,6,2,8,3,7,5,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,245555,485141,33960,282676,80295,205278,102622,33973,99047,75342,46289,246201,358148,172948,183462,360918,246177,425985,74169,49836,174472,213486,60,52,50,Organised,54,60,52,Organised,49,53,53,Cover,55,59,38,Organised,41,48,50,Free Form,55,55,59,Cover
2030177,21518,21518,10,2015-10-31 00:00:00,10267,8581,3,0,1,2,4,6,8,2,4,6,5,8,5,1,2,4,8,6,5,6,2,4,8,5,1,3,3,3,3,8,8,8,6,8,11,1,3,3,3,3,6,8,8,8,8,11,489240,361757,318526,361710,391058,93480,40148,361770,74747,46384,241825,37656,37597,30276,184091,37484,105351,466672,477472,513086,384413,303088,35,46,35,Organised,37,51,58,Organised,49,45,53,Cover,62,36,65,Organised,71,42,65,Organised,36,33,42,Cover
2030178,21518,21518,10,2015-10-30 00:00:00,9783,9906,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,32678,111190,37451,121872,33848,51953,40668,474680,279173,33852,194660,177126,38424,56678,474589,41167,184533,33635,30871,354467,51360,184138,53,55,47,Organised,38,52,55,Organised,45,50,59,Offside Trap,57,50,50,Organised,61,62,49,Organised,49,42,52,Cover
2030179,21518,21518,10,2015-11-01 00:00:00,9869,9864,1,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,33630,150480,384374,150764,239965,202639,359191,541557,395154,541558,206301,25563,104382,477471,41707,38842,112758,238841,261599,683450,215927,213653,55,48,50,Organised,62,59,38,Organised,45,54,41,Cover,42,51,36,Organised,41,40,50,Organised,47,37,52,Offside Trap
2030180,21518,21518,10,2015-11-01 00:00:00,8603,8315,1,3,1,2,4,6,8,2,6,4,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,40648,239964,268273,186991,38064,37824,531629,111801,193226,116750,96652,33764,181297,159881,411617,154938,182224,45749,604105,33871,639150,33028,59,49,37,Organised,59,43,53,Organised,58,49,58,Cover,46,46,39,Organised,50,60,36,Free Form,49,57,50,Cover
2030181,21518,21518,10,2015-11-01 00:00:00,8558,7878,1,1,1,4,6,2,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,532942,257855,193930,314947,358138,46836,161651,88986,498033,52004,41622,104986,261609,46407,108572,239350,2805,170667,80492,534484,161291,43372,50,52,44,Organised,52,60,40,Free Form,37,40,45,Cover,57,50,59,Organised,61,63,51,Organised,48,45,62,Cover
2030182,21518,21518,11,2015-11-07 00:00:00,8372,8305,3,1,1,2,4,6,8,4,6,8,2,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,449484,449492,113311,280638,246218,369859,434404,213712,156097,200917,193224,109222,195335,394825,37479,46391,37449,32999,369800,240054,38573,213489,62,51,52,Organised,59,55,52,Organised,37,56,49,Cover,34,41,38,Organised,55,39,49,Organised,43,42,49,Cover
2030183,21518,21518,11,2015-11-08 00:00:00,8634,10205,3,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,37421,33988,37482,26403,150739,212472,154257,30955,522579,40636,19533,210164,183185,34952,182921,160844,193978,42479,189101,562062,37506,282281,36,35,51,Free Form,36,49,56,Free Form,61,65,65,Cover,48,42,36,Free Form,36,52,55,Free Form,47,48,44,Cover
2030184,21518,21518,11,2015-11-08 00:00:00,8302,8633,3,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,300532,122047,77741,181984,41092,154232,109621,213805,108568,103450,161660,40672,208077,25921,30962,213499,31097,208494,95078,191315,30893,31921,53,53,53,Organised,53,52,60,Organised,42,48,59,Cover,50,57,46,Free Form,61,41,63,Free Form,52,60,63,Cover
2030185,21518,21518,11,2015-11-06 00:00:00,8306,8560,2,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,71498,358339,74989,291635,33963,292262,213916,46621,484906,213729,190669,245555,102620,201111,282676,80295,205278,102622,75342,33973,56686,46289,48,55,44,Organised,53,42,53,Organised,53,39,57,Cover,60,52,50,Organised,54,60,52,Organised,49,53,53,Cover
2030186,21518,21518,11,2015-11-07 00:00:00,9910,10267,1,5,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,5,2,4,6,8,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,8,8,8,8,11,246201,183462,358148,172948,360918,74169,72623,246177,49836,174472,213486,489240,35324,184999,318526,391058,74747,361757,75307,361770,432463,241825,55,59,38,Organised,41,48,50,Free Form,55,55,59,Cover,35,46,35,Organised,37,51,58,Organised,49,45,53,Cover
2030187,21518,21518,11,2015-11-07 00:00:00,8581,9783,1,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37656,37597,30276,282473,184091,466672,105351,513086,477472,303088,384413,32678,111190,191906,121872,33848,51953,40668,474680,279173,33852,194660,62,36,65,Organised,71,42,65,Organised,36,33,42,Cover,53,55,47,Organised,38,52,55,Organised,45,50,59,Offside Trap
2030188,21518,21518,11,2015-11-08 00:00:00,9906,9869,1,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,177126,38424,56678,178955,41167,184533,33635,30871,354467,184138,51360,33630,150480,384374,150764,282689,202639,359191,541558,395154,541557,206301,57,50,50,Organised,61,62,49,Organised,49,42,52,Cover,55,48,50,Organised,62,59,38,Organised,45,54,41,Cover
2030189,21518,21518,11,2015-11-07 00:00:00,9864,8603,0,1,1,2,4,6,8,4,6,3,7,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,25563,104382,18520,41707,38842,238841,39198,37450,215927,261599,213653,40648,239964,268273,27461,445907,33128,535600,37824,30840,183350,96652,42,51,36,Organised,41,40,50,Organised,47,37,52,Offside Trap,59,49,37,Organised,59,43,53,Organised,58,49,58,Cover
2030190,21518,21518,11,2015-11-08 00:00:00,8315,8558,2,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,33764,181297,33024,159881,154938,45749,182224,604105,33871,639150,33028,532942,185123,193930,257855,190452,107930,46836,52004,88986,41622,498033,46,46,39,Organised,50,60,36,Free Form,49,57,50,Cover,50,52,44,Organised,52,60,40,Free Form,37,40,45,Cover
2030191,21518,21518,11,2015-11-07 00:00:00,8370,7878,2,1,1,2,4,8,6,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,37579,183449,420568,40220,34104,75004,186121,210065,2802,482331,46808,104986,150080,46407,108572,239350,2805,170667,489245,80492,43372,161291,29,52,44,Organised,44,44,47,Organised,54,52,63,Cover,57,50,59,Organised,61,63,51,Organised,48,45,62,Cover
2030192,21518,21518,12,2015-11-23 00:00:00,8305,8370,1,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,109222,518240,394825,112205,46391,37449,32999,240054,369800,38573,213489,246422,183449,420568,2768,406257,75004,186121,210065,427893,482331,46808,34,41,38,Organised,55,39,49,Organised,43,42,49,Cover,29,52,44,Organised,44,44,47,Organised,54,52,63,Cover
2030193,21518,21518,12,2015-11-22 00:00:00,10205,8372,1,1,1,2,4,6,8,2,4,6,8,4,6,1,4,6,8,2,2,4,6,8,4,6,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,7,10,10,210164,183185,574200,182921,160844,562062,268282,42479,282281,201939,37506,33958,113311,280638,246218,242151,156097,434404,433311,213712,193224,200917,48,42,36,Free Form,36,52,55,Free Form,47,48,44,Cover,62,51,52,Organised,59,55,52,Organised,37,56,49,Cover
2030194,21518,21518,12,2015-11-21 00:00:00,8633,8634,0,4,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,7,7,7,10,10,10,51949,208077,230982,30962,28467,31097,95078,164684,31921,26166,30893,37421,33988,37482,38818,150739,25773,154257,30955,212472,40636,19533,50,57,46,Free Form,61,41,63,Free Form,52,60,63,Cover,36,35,51,Free Form,36,49,56,Free Form,61,65,65,Cover
2030196,21518,21518,12,2015-11-21 00:00:00,8560,8302,2,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,245555,607148,33960,282676,80295,205278,282678,361322,33973,150649,46289,300532,122047,77741,181984,41092,109621,154232,38821,111237,213805,161660,60,52,50,Organised,54,60,52,Organised,49,53,53,Cover,53,53,53,Organised,53,52,60,Organised,42,48,59,Cover
2030197,21518,21518,12,2015-11-21 00:00:00,10267,8306,1,1,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,489240,361757,184999,192770,391058,75307,74747,361770,93480,241825,428947,71498,358339,74989,291635,183497,213916,292262,37510,484906,213729,190669,35,46,35,Organised,37,51,58,Organised,49,45,53,Cover,48,55,44,Organised,53,42,53,Organised,53,39,57,Cover
2030198,21518,21518,12,2015-11-21 00:00:00,9783,9910,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,7,7,7,10,10,10,32678,103905,191906,121872,33848,37480,151079,40668,115519,194660,495107,246201,183462,358148,172948,360918,72623,246177,74169,49836,174472,213486,53,55,47,Organised,38,52,55,Organised,45,50,59,Offside Trap,55,59,38,Organised,41,48,50,Free Form,55,55,59,Cover
2030199,21518,21518,12,2015-11-22 00:00:00,9869,8581,0,3,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,33630,150480,384374,150764,74752,242477,359191,317567,395154,541557,474448,37656,37597,30276,282473,184091,466672,105351,513086,477472,476769,384413,55,48,50,Organised,62,59,38,Organised,45,54,41,Cover,62,36,65,Organised,71,42,65,Organised,36,33,42,Cover
2030200,21518,21518,12,2015-11-22 00:00:00,8603,9906,0,1,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,2,4,6,8,4,6,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,40648,239964,268273,27461,445907,33128,154256,37824,111801,183350,96652,177126,33843,56678,178955,41167,184533,33635,30871,354467,30853,184138,59,49,37,Organised,59,43,53,Organised,58,49,58,Cover,57,50,50,Organised,61,62,49,Organised,49,42,52,Cover
2030201,21518,21518,12,2015-11-21 00:00:00,8558,9864,2,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,532942,185123,193930,257855,190452,107930,46836,88986,498033,52004,41622,25563,104382,18520,41707,38842,39198,683450,37450,46120,215927,213653,50,52,44,Organised,52,60,40,Free Form,37,40,45,Cover,42,51,36,Organised,41,40,50,Organised,47,37,52,Offside Trap
2030202,21518,21518,12,2015-11-22 00:00:00,7878,8315,2,0,1,2,4,6,8,4,6,3,7,5,5,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,6,6,8,8,8,11,104986,150080,108572,46407,239350,282713,2805,489245,534484,80492,495841,33764,181297,159881,411617,154938,182224,45749,604105,33871,96619,33028,57,50,59,Organised,61,63,51,Organised,48,45,62,Cover,46,46,39,Organised,50,60,36,Free Form,49,57,50,Cover
2030203,21518,21518,13,2015-11-29 00:00:00,8305,10205,2,0,1,2,4,6,8,2,4,6,8,4,6,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,7,10,10,1,3,3,3,3,6,6,8,8,8,11,109222,195335,112205,37479,46391,240054,32999,37449,38573,183548,213489,210164,183185,574200,182921,571685,268282,193978,517941,189101,562062,474672,34,41,38,Organised,55,39,49,Organised,43,42,49,Cover,48,42,36,Free Form,36,52,55,Free Form,47,48,44,Cover
2030204,21518,21518,13,2015-11-29 00:00:00,8372,8633,0,2,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,3,5,7,3,5,7,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,10,10,10,33958,449492,280638,113311,246218,434404,433311,213712,40501,97762,193224,51949,282674,25921,213499,208077,31097,95078,239219,31921,30893,164684,62,51,52,Organised,59,55,52,Organised,37,56,49,Cover,50,57,46,Free Form,61,41,63,Free Form,52,60,63,Cover
2030205,21518,21518,13,2015-11-28 00:00:00,8634,8560,4,0,1,2,4,6,8,3,5,7,3,5,7,1,2,4,6,8,4,6,3,5,7,5,1,3,3,3,3,7,7,7,10,10,10,1,3,3,3,3,6,6,8,8,8,11,37421,33988,37482,38818,26403,25773,154257,30955,30981,40636,19533,245555,607148,33960,282676,80295,282678,41156,33973,150649,75342,46289,36,35,51,Free Form,36,49,56,Free Form,61,65,65,Cover,60,52,50,Organised,54,60,52,Organised,49,53,53,Cover
2030206,21518,21518,13,2015-11-29 00:00:00,8302,10267,1,0,1,2,4,6,8,4,6,3,5,7,5,1,2,4,6,8,6,2,4,8,6,4,1,3,3,3,3,6,6,8,8,8,11,1,3,3,3,3,7,7,7,7,10,10,300532,122047,150869,77741,209950,109621,154232,213805,108568,103450,33030,185644,361757,361710,192770,391058,74747,75307,570432,40148,241825,428947,53,53,53,Organised,53,52,60,Organised,42,48,59,Cover,35,46,35,Organised,37,51,58,Organised,49,45,53,Cover
